step	op	A_coord	B_coord
3989	GAP_A	NA	941501
4001	GAP_A	NA	944085
4003	GAP_B	820566	NA
4005	GAP_B	821604	NA
4006	GAP_B	821730	NA
4007	GAP_B	822017	NA
4017	GAP_B	823382	NA
4032	GAP_B	825850	NA
4068	GAP_A	NA	956048
4069	GAP_A	NA	956367
4070	GAP_B	832028	NA
4073	GAP_A	NA	957054
4074	GAP_A	NA	957114
4076	GAP_A	NA	957400
4077	GAP_A	NA	957664
4078	GAP_A	NA	957772
4079	GAP_A	NA	958246
4080	GAP_A	NA	958329
4081	GAP_A	NA	958471
4082	GAP_A	NA	958531
4083	GAP_A	NA	958880
4085	GAP_A	NA	959429
4097	GAP_B	834875	NA
4101	GAP_A	NA	962062
4122	GAP_A	NA	968491
4123	GAP_A	NA	968871
4124	GAP_B	842385	NA
4130	GAP_A	NA	971334
4143	GAP_A	NA	972895
4167	GAP_A	NA	980625
4172	GAP_A	NA	981843
4197	GAP_A	NA	986267
4199	GAP_B	861346	NA
4220	GAP_B	864759	NA
4249	GAP_B	872239	NA
4254	GAP_A	NA	999224
4259	GAP_A	NA	999960
4274	GAP_A	NA	1002895
4275	GAP_A	NA	1003082
4276	GAP_A	NA	1003490
4277	GAP_A	NA	1003613
4278	GAP_A	NA	1003637
4321	GAP_B	887072	NA
4357	GAP_B	894020	NA
4361	GAP_A	NA	1021362
4362	GAP_B	894416	NA
4363	GAP_B	894836	NA
4370	GAP_B	896549	NA
4384	GAP_B	897658	NA
4395	GAP_A	NA	1026242
4396	GAP_A	NA	1026647
4397	GAP_A	NA	1026651
4398	GAP_A	NA	1026669
4399	GAP_A	NA	1026673
4400	GAP_A	NA	1026729
4401	GAP_A	NA	1027791
4403	GAP_A	NA	1028824
4405	GAP_A	NA	1028930
4406	GAP_A	NA	1029145
4407	GAP_A	NA	1029158
4409	GAP_A	NA	1029359
4410	GAP_A	NA	1029538
4411	GAP_A	NA	1029911
4412	GAP_A	NA	1029923
4413	GAP_A	NA	1029958
4414	GAP_A	NA	1029973
4415	GAP_A	NA	1030116
4416	GAP_A	NA	1030239
4420	GAP_A	NA	1030612
4436	GAP_A	NA	1034282
4438	GAP_A	NA	1034449
4439	GAP_A	NA	1034951
4441	GAP_A	NA	1035398
4442	GAP_A	NA	1035560
4443	GAP_A	NA	1035738
4444	GAP_A	NA	1036627
4445	GAP_A	NA	1036962
4446	GAP_A	NA	1036994
4447	GAP_A	NA	1037027
4453	GAP_A	NA	1037704
4465	GAP_A	NA	1040355
4468	GAP_B	907918	NA
4469	GAP_B	908122	NA
4470	GAP_B	908195	NA
4481	GAP_A	NA	1045418
4504	GAP_B	918571	NA
4506	GAP_A	NA	1052245
4524	GAP_A	NA	1057168
4525	GAP_A	NA	1057357
4526	GAP_A	NA	1057627
4527	GAP_A	NA	1057890
4528	GAP_A	NA	1057899
4529	GAP_A	NA	1057948
4530	GAP_A	NA	1057968
4531	GAP_A	NA	1058017
4532	GAP_A	NA	1059043
4533	GAP_A	NA	1059720
4534	GAP_A	NA	1059856
4535	GAP_A	NA	1059922
4536	GAP_A	NA	1060018
4537	GAP_A	NA	1060036
4538	GAP_A	NA	1060099
4539	GAP_A	NA	1060656
4540	GAP_A	NA	1061787
4541	GAP_A	NA	1062254
4542	GAP_A	NA	1062269
4543	GAP_A	NA	1063118
4544	GAP_A	NA	1063338
4545	GAP_A	NA	1063425
4546	GAP_A	NA	1063936
4547	GAP_A	NA	1064182
4548	GAP_A	NA	1064872
4549	GAP_A	NA	1065274
4550	GAP_A	NA	1065693
4551	GAP_A	NA	1066601
4552	GAP_A	NA	1066665
4553	GAP_A	NA	1066740
4554	GAP_A	NA	1066954
4555	GAP_A	NA	1067308
4556	GAP_A	NA	1067444
4557	GAP_A	NA	1067752
4558	GAP_A	NA	1067961
4559	GAP_A	NA	1068765
4560	GAP_A	NA	1068841
4561	GAP_A	NA	1068928
4562	GAP_A	NA	1069215
4563	GAP_A	NA	1069963
4564	GAP_A	NA	1070193
4565	GAP_A	NA	1070221
4566	GAP_A	NA	1070259
4567	GAP_A	NA	1070560
4568	GAP_A	NA	1070617
4569	GAP_A	NA	1071423
4570	GAP_A	NA	1071562
4571	GAP_A	NA	1071916
4572	GAP_A	NA	1072022
4574	GAP_A	NA	1072681
4575	GAP_A	NA	1073456
4576	GAP_A	NA	1073837
4578	GAP_A	NA	1073948
4579	GAP_A	NA	1073982
4580	GAP_A	NA	1074655
4581	GAP_A	NA	1076568
4583	GAP_A	NA	1078658
4584	GAP_A	NA	1078852
4585	GAP_A	NA	1079042
4587	GAP_A	NA	1079668
4588	GAP_A	NA	1079754
4589	GAP_A	NA	1079905
4590	GAP_A	NA	1080151
4591	GAP_A	NA	1080263
4593	GAP_A	NA	1080304
4594	GAP_A	NA	1080436
4596	GAP_A	NA	1080526
4597	GAP_A	NA	1081355
4598	GAP_A	NA	1081978
4599	GAP_A	NA	1082018
4600	GAP_A	NA	1082108
4601	GAP_A	NA	1082222
4602	GAP_A	NA	1082465
4603	GAP_A	NA	1082831
4604	GAP_A	NA	1083073
4605	GAP_A	NA	1083228
4606	GAP_A	NA	1083327
4608	GAP_A	NA	1083375
4609	GAP_A	NA	1084063
4610	GAP_A	NA	1084250
4611	GAP_A	NA	1084445
4612	GAP_A	NA	1084829
4613	GAP_A	NA	1084841
4615	GAP_A	NA	1085123
4616	GAP_A	NA	1085337
4617	GAP_A	NA	1086566
4618	GAP_A	NA	1086929
4619	GAP_A	NA	1088094
4620	GAP_A	NA	1088244
4621	GAP_A	NA	1089379
4622	GAP_A	NA	1089740
4623	GAP_A	NA	1089769
4624	GAP_A	NA	1090226
4625	GAP_A	NA	1090297
4626	GAP_A	NA	1090442
4627	GAP_A	NA	1090651
4628	GAP_A	NA	1091159
4629	GAP_A	NA	1091591
4630	GAP_A	NA	1091629
4632	GAP_A	NA	1093334
4633	GAP_A	NA	1093415
4634	GAP_A	NA	1093487
4635	GAP_A	NA	1093510
4636	GAP_A	NA	1093534
4637	GAP_A	NA	1093928
4638	GAP_A	NA	1094172
4639	GAP_A	NA	1094193
4640	GAP_A	NA	1095003
4641	GAP_A	NA	1095289
4642	GAP_A	NA	1095491
4643	GAP_A	NA	1095631
4644	GAP_A	NA	1095775
4645	GAP_A	NA	1095988
4646	GAP_A	NA	1096714
4647	GAP_A	NA	1096800
4648	GAP_A	NA	1096845
4649	GAP_A	NA	1096971
4650	GAP_A	NA	1097160
4651	GAP_A	NA	1097455
4652	GAP_A	NA	1097762
4653	GAP_A	NA	1097903
4654	GAP_A	NA	1098028
4655	GAP_A	NA	1098352
4656	GAP_A	NA	1098479
4657	GAP_A	NA	1098852
4658	GAP_A	NA	1098860
4659	GAP_A	NA	1099333
4660	GAP_A	NA	1100165
4661	GAP_A	NA	1100746
4662	GAP_A	NA	1100803
4663	GAP_A	NA	1101061
4664	GAP_A	NA	1101120
4665	GAP_A	NA	1101299
4666	GAP_A	NA	1101878
4667	GAP_A	NA	1101954
4668	GAP_A	NA	1102215
4669	GAP_A	NA	1102735
4670	GAP_A	NA	1102804
4671	GAP_A	NA	1102833
4672	GAP_A	NA	1102877
4673	GAP_A	NA	1103201
4674	GAP_A	NA	1103233
4675	GAP_A	NA	1103807
4676	GAP_A	NA	1104301
4677	GAP_A	NA	1104419
4678	GAP_A	NA	1104567
4679	GAP_A	NA	1104754
4680	GAP_A	NA	1104916
4681	GAP_A	NA	1105066
4682	GAP_A	NA	1105261
4683	GAP_A	NA	1105678
4684	GAP_A	NA	1105871
4685	GAP_A	NA	1105903
4686	GAP_A	NA	1106183
4687	GAP_A	NA	1106238
4688	GAP_A	NA	1106439
4689	GAP_A	NA	1106598
4690	GAP_A	NA	1106885
4691	GAP_A	NA	1107748
4692	GAP_A	NA	1108422
4693	GAP_A	NA	1108441
4694	GAP_A	NA	1108638
4695	GAP_A	NA	1109275
4696	GAP_A	NA	1110966
4697	GAP_A	NA	1111368
4698	GAP_A	NA	1111510
4699	GAP_A	NA	1111636
4700	GAP_A	NA	1111749
4701	GAP_A	NA	1113184
4702	GAP_A	NA	1113271
4703	GAP_A	NA	1113449
4704	GAP_A	NA	1113509
4705	GAP_A	NA	1114102
4706	GAP_A	NA	1114650
4707	GAP_A	NA	1114932
4708	GAP_A	NA	1115229
4709	GAP_A	NA	1115352
4710	GAP_A	NA	1119460
4711	GAP_A	NA	1119886
4712	GAP_A	NA	1119918
4713	GAP_A	NA	1119935
4714	GAP_A	NA	1120116
4715	GAP_A	NA	1121838
4716	GAP_A	NA	1124321
4717	GAP_A	NA	1129544
4718	GAP_A	NA	1130230
4719	GAP_A	NA	1130259
4720	GAP_A	NA	1132063
4721	GAP_A	NA	1132082
4722	GAP_A	NA	1132095
4723	GAP_A	NA	1135595
4724	GAP_A	NA	1135913
4725	GAP_A	NA	1136031
4726	GAP_A	NA	1136184
4727	GAP_A	NA	1136465
4728	GAP_A	NA	1136469
4729	GAP_A	NA	1136922
4730	GAP_A	NA	1136952
4731	GAP_A	NA	1137353
4732	GAP_A	NA	1137534
4733	GAP_A	NA	1137546
4734	GAP_A	NA	1138040
4735	GAP_A	NA	1138444
4736	GAP_A	NA	1138659
4737	GAP_A	NA	1138723
4738	GAP_A	NA	1138854
4739	GAP_A	NA	1138975
4740	GAP_A	NA	1139338
4741	GAP_A	NA	1139373
4742	GAP_A	NA	1140013
4743	GAP_A	NA	1142989
4744	GAP_A	NA	1144979
4745	GAP_A	NA	1145461
4746	GAP_A	NA	1145646
4747	GAP_A	NA	1145791
4748	GAP_A	NA	1145869
4749	GAP_A	NA	1146053
4750	GAP_A	NA	1146078
4766	GAP_A	NA	1150199
4770	GAP_A	NA	1150640
4817	GAP_A	NA	1161219
4843	GAP_A	NA	1164642
4845	GAP_A	NA	1165835
4848	GAP_B	945499	NA
4849	GAP_B	945596	NA
4854	GAP_B	948689	NA
4855	GAP_B	948761	NA
4857	GAP_B	949012	NA
4858	GAP_B	949091	NA
4859	GAP_B	949103	NA
4861	GAP_B	949741	NA
4868	GAP_A	NA	1171012
4875	GAP_A	NA	1172063
4877	GAP_B	953197	NA
4888	GAP_A	NA	1174766
4920	GAP_A	NA	1184398
4960	GAP_B	973026	NA
4973	GAP_B	975080	NA
4977	GAP_B	975350	NA
5004	GAP_A	NA	1197866
5009	GAP_A	NA	1198808
5021	GAP_A	NA	1202564
5026	GAP_B	984147	NA
5028	GAP_A	NA	1203595
5029	GAP_A	NA	1203979
5056	GAP_B	991709	NA
5063	GAP_B	993198	NA
5065	GAP_A	NA	1211906
5066	GAP_A	NA	1212134
5077	GAP_A	NA	1214536
5088	GAP_A	NA	1215663
5095	GAP_A	NA	1218421
5096	GAP_B	999727	NA
5097	GAP_B	1000175	NA
5098	GAP_B	1000523	NA
5101	GAP_A	NA	1219577
5112	GAP_B	1005005	NA
5125	GAP_B	1007041	NA
5158	GAP_A	NA	1229475
5219	GAP_B	1023300	NA
5240	GAP_A	NA	1247025
5253	GAP_A	NA	1250203
5254	GAP_A	NA	1250573
5255	GAP_A	NA	1250652
5256	GAP_A	NA	1250784
5257	GAP_A	NA	1250829
5258	GAP_A	NA	1250898
5259	GAP_A	NA	1251484
5260	GAP_A	NA	1251718
5261	GAP_A	NA	1251994
5262	GAP_A	NA	1252022
5263	GAP_A	NA	1252225
5264	GAP_A	NA	1252252
5265	GAP_A	NA	1252297
5266	GAP_A	NA	1252474
5267	GAP_A	NA	1252528
5268	GAP_A	NA	1252793
5269	GAP_A	NA	1252813
5270	GAP_A	NA	1253329
5271	GAP_A	NA	1253345
5272	GAP_A	NA	1253446
5273	GAP_A	NA	1253656
5274	GAP_A	NA	1253998
5275	GAP_A	NA	1256386
5276	GAP_A	NA	1256781
5277	GAP_A	NA	1256916
5278	GAP_A	NA	1258187
5279	GAP_A	NA	1258313
5281	GAP_A	NA	1258627
5282	GAP_A	NA	1258718
5283	GAP_A	NA	1259831
5284	GAP_A	NA	1260782
5285	GAP_A	NA	1262042
5286	GAP_A	NA	1262300
5287	GAP_A	NA	1262939
5288	GAP_A	NA	1262993
5289	GAP_A	NA	1263944
5290	GAP_A	NA	1264501
5291	GAP_A	NA	1264730
5292	GAP_A	NA	1264914
5293	GAP_A	NA	1265250
5294	GAP_A	NA	1265367
5295	GAP_A	NA	1265472
5296	GAP_A	NA	1265532
5297	GAP_A	NA	1266182
5298	GAP_A	NA	1266349
5299	GAP_A	NA	1267004
5300	GAP_A	NA	1267084
5301	GAP_A	NA	1267213
5302	GAP_A	NA	1268121
5304	GAP_A	NA	1268841
5305	GAP_A	NA	1268958
5306	GAP_A	NA	1269182
5307	GAP_A	NA	1271064
5308	GAP_A	NA	1271144
5309	GAP_A	NA	1272562
5310	GAP_A	NA	1273570
5311	GAP_A	NA	1273684
5312	GAP_A	NA	1273761
5313	GAP_A	NA	1273782
5314	GAP_A	NA	1274162
5315	GAP_A	NA	1274375
5316	GAP_A	NA	1274895
5317	GAP_A	NA	1275019
5318	GAP_A	NA	1275106
5319	GAP_A	NA	1275337
5320	GAP_A	NA	1275679
5321	GAP_A	NA	1275803
5323	GAP_A	NA	1276384
5325	GAP_A	NA	1276465
5326	GAP_A	NA	1277167
5327	GAP_A	NA	1277247
5328	GAP_A	NA	1277342
5329	GAP_A	NA	1277446
5330	GAP_A	NA	1277620
5331	GAP_A	NA	1278181
5332	GAP_A	NA	1278220
5334	GAP_A	NA	1278603
5335	GAP_A	NA	1278863
5336	GAP_A	NA	1278962
5337	GAP_A	NA	1278999
5338	GAP_A	NA	1280081
5339	GAP_A	NA	1280244
5340	GAP_A	NA	1280408
5341	GAP_A	NA	1280570
5342	GAP_A	NA	1280732
5343	GAP_A	NA	1280837
5344	GAP_A	NA	1281246
5345	GAP_A	NA	1281381
5347	GAP_A	NA	1281822
5348	GAP_A	NA	1281905
5349	GAP_A	NA	1282611
5350	GAP_A	NA	1283481
5351	GAP_A	NA	1283718
5352	GAP_A	NA	1283813
5353	GAP_A	NA	1284007
5354	GAP_A	NA	1284101
5355	GAP_A	NA	1284272
5356	GAP_A	NA	1284355
5357	GAP_A	NA	1284733
5358	GAP_A	NA	1284814
5359	GAP_A	NA	1284857
5360	GAP_A	NA	1284979
5362	GAP_A	NA	1287715
5363	GAP_A	NA	1291151
5364	GAP_A	NA	1291430
5365	GAP_A	NA	1295057
5366	GAP_A	NA	1295331
5367	GAP_A	NA	1295759
5368	GAP_A	NA	1296242
5370	GAP_A	NA	1296708
5371	GAP_A	NA	1296984
5372	GAP_A	NA	1297304
5378	GAP_A	NA	1298210
5386	GAP_A	NA	1298884
5406	GAP_B	1039363	NA
5410	GAP_A	NA	1304026
5412	GAP_B	1040254	NA
5439	GAP_B	1045294	NA
5446	GAP_B	1047107	NA
5454	GAP_B	1049208	NA
5458	GAP_B	1052567	NA
5460	GAP_A	NA	1315737
5464	GAP_A	NA	1317532
5477	GAP_A	NA	1319778
5491	GAP_B	1060625	NA
5501	GAP_A	NA	1325817
5503	GAP_A	NA	1326148
5505	GAP_A	NA	1326455
5506	GAP_A	NA	1326491
5507	GAP_A	NA	1326724
5508	GAP_A	NA	1326748
5509	GAP_A	NA	1326895
5511	GAP_A	NA	1328022
5512	GAP_A	NA	1328323
5513	GAP_A	NA	1329209
5515	GAP_A	NA	1329645
5517	GAP_A	NA	1331264
5518	GAP_A	NA	1331566
5519	GAP_A	NA	1331773
5521	GAP_A	NA	1332038
5522	GAP_A	NA	1332252
5523	GAP_A	NA	1332784
5524	GAP_A	NA	1333437
5525	GAP_A	NA	1333611
5531	GAP_A	NA	1337021
5532	GAP_A	NA	1337199
5533	GAP_A	NA	1337300
5534	GAP_A	NA	1337488
5535	GAP_A	NA	1337767
5537	GAP_A	NA	1338037
5538	GAP_A	NA	1338269
5539	GAP_A	NA	1338354
5540	GAP_A	NA	1338395
5541	GAP_A	NA	1338514
5542	GAP_A	NA	1338632
5543	GAP_A	NA	1339559
5544	GAP_A	NA	1340048
5546	GAP_A	NA	1340929
5547	GAP_A	NA	1341173
5548	GAP_A	NA	1341215
5549	GAP_A	NA	1341340
5550	GAP_A	NA	1341926
5551	GAP_A	NA	1342091
5552	GAP_A	NA	1343021
5555	GAP_A	NA	1344362
5556	GAP_A	NA	1344452
5557	GAP_A	NA	1344512
5558	GAP_A	NA	1344938
5559	GAP_A	NA	1345371
5560	GAP_A	NA	1345431
5561	GAP_A	NA	1345551
5562	GAP_A	NA	1345971
5563	GAP_A	NA	1348147
5564	GAP_A	NA	1348556
5565	GAP_A	NA	1348682
5566	GAP_A	NA	1348751
5567	GAP_A	NA	1349977
5568	GAP_A	NA	1350067
5569	GAP_A	NA	1350127
5570	GAP_A	NA	1350824
5571	GAP_A	NA	1351172
5573	GAP_A	NA	1351428
5575	GAP_A	NA	1354255
5576	GAP_A	NA	1354331
5577	GAP_A	NA	1357188
5578	GAP_A	NA	1357267
5579	GAP_A	NA	1358685
5580	GAP_A	NA	1358808
5581	GAP_A	NA	1359515
5582	GAP_A	NA	1359743
5583	GAP_A	NA	1359755
5584	GAP_A	NA	1359767
5585	GAP_A	NA	1359779
5586	GAP_A	NA	1360688
5588	GAP_A	NA	1361057
5589	GAP_A	NA	1361124
5590	GAP_A	NA	1361511
5592	GAP_A	NA	1361988
5594	GAP_A	NA	1362284
5595	GAP_A	NA	1362368
5596	GAP_A	NA	1362542
5597	GAP_A	NA	1362809
5599	GAP_A	NA	1363267
5600	GAP_A	NA	1363628
5603	GAP_A	NA	1365027
5604	GAP_A	NA	1365033
5606	GAP_A	NA	1365961
5607	GAP_A	NA	1366148
5610	GAP_A	NA	1366601
5612	GAP_A	NA	1368061
5614	GAP_A	NA	1368951
5615	GAP_A	NA	1369451
5616	GAP_A	NA	1369794
5617	GAP_A	NA	1371553
5618	GAP_A	NA	1371850
5619	GAP_A	NA	1371862
5620	GAP_A	NA	1371982
5621	GAP_A	NA	1372907
5623	GAP_A	NA	1373629
5624	GAP_A	NA	1373736
5625	GAP_A	NA	1373763
5626	GAP_A	NA	1374063
5627	GAP_A	NA	1374204
5629	GAP_A	NA	1374512
5630	GAP_A	NA	1374708
5631	GAP_A	NA	1374778
5632	GAP_A	NA	1374883
5634	GAP_A	NA	1375901
5635	GAP_A	NA	1378201
5636	GAP_A	NA	1378724
5638	GAP_A	NA	1379047
5639	GAP_A	NA	1379089
5640	GAP_A	NA	1379261
5642	GAP_A	NA	1379381
5643	GAP_A	NA	1379494
5644	GAP_A	NA	1379621
5645	GAP_A	NA	1380002
5646	GAP_A	NA	1380652
5648	GAP_A	NA	1380821
5650	GAP_A	NA	1381108
5651	GAP_A	NA	1381259
5652	GAP_A	NA	1383056
5654	GAP_A	NA	1384546
5655	GAP_A	NA	1384949
5656	GAP_A	NA	1385192
5657	GAP_A	NA	1385270
5658	GAP_A	NA	1385786
5659	GAP_A	NA	1386220
5660	GAP_A	NA	1386470
5661	GAP_A	NA	1386875
5662	GAP_A	NA	1388228
5663	GAP_A	NA	1388453
5664	GAP_A	NA	1388538
5665	GAP_A	NA	1389407
5666	GAP_A	NA	1389864
5667	GAP_A	NA	1389984
5668	GAP_A	NA	1390835
5669	GAP_A	NA	1391059
5671	GAP_A	NA	1391479
5672	GAP_A	NA	1392456
5673	GAP_A	NA	1393849
5674	GAP_A	NA	1394146
5675	GAP_A	NA	1394230
5676	GAP_A	NA	1394259
5677	GAP_A	NA	1394486
5678	GAP_A	NA	1394930
5679	GAP_A	NA	1395096
5680	GAP_A	NA	1395148
5681	GAP_A	NA	1395627
5683	GAP_A	NA	1395771
5685	GAP_A	NA	1396639
5687	GAP_A	NA	1397343
5688	GAP_A	NA	1397392
5690	GAP_A	NA	1397669
5692	GAP_A	NA	1398359
5693	GAP_A	NA	1398399
5694	GAP_A	NA	1399111
5695	GAP_A	NA	1399304
5696	GAP_A	NA	1399517
5707	GAP_B	1077624	NA
5720	GAP_A	NA	1404729
5722	GAP_A	NA	1405218
5723	GAP_A	NA	1405671
5725	GAP_A	NA	1406446
5727	GAP_A	NA	1407492
5728	GAP_A	NA	1407938
5729	GAP_A	NA	1408236
5735	GAP_A	NA	1409539
5739	GAP_A	NA	1409824
5749	GAP_B	1084921	NA
5781	GAP_A	NA	1420857
5782	GAP_A	NA	1421046
5783	GAP_A	NA	1421066
5784	GAP_A	NA	1421636
5785	GAP_A	NA	1421767
5786	GAP_A	NA	1422311
5787	GAP_A	NA	1423098
5788	GAP_A	NA	1423113
5789	GAP_A	NA	1424069
5790	GAP_A	NA	1424549
5791	GAP_A	NA	1425113
5792	GAP_A	NA	1425449
5793	GAP_A	NA	1426028
5794	GAP_A	NA	1426088
5795	GAP_A	NA	1426280
5796	GAP_A	NA	1426631
5797	GAP_A	NA	1428085
5798	GAP_A	NA	1428391
5799	GAP_A	NA	1428763
5800	GAP_A	NA	1428850
5801	GAP_A	NA	1429273
5802	GAP_A	NA	1429897
5803	GAP_A	NA	1430358
5804	GAP_A	NA	1430705
5805	GAP_A	NA	1430855
5806	GAP_A	NA	1431384
5807	GAP_A	NA	1431546
5808	GAP_A	NA	1432269
5809	GAP_A	NA	1433162
5810	GAP_A	NA	1433661
5811	GAP_A	NA	1434025
5812	GAP_A	NA	1434098
5813	GAP_A	NA	1434586
5814	GAP_A	NA	1435015
5815	GAP_A	NA	1435216
5816	GAP_A	NA	1435297
5817	GAP_A	NA	1435360
5818	GAP_A	NA	1435483
5819	GAP_A	NA	1435855
5820	GAP_A	NA	1435939
5821	GAP_A	NA	1436321
5822	GAP_A	NA	1436617
5823	GAP_A	NA	1437035
5824	GAP_A	NA	1437073
5825	GAP_A	NA	1437283
5827	GAP_A	NA	1437789
5828	GAP_A	NA	1438344
5829	GAP_A	NA	1438917
5830	GAP_A	NA	1439184
5831	GAP_A	NA	1439824
5832	GAP_A	NA	1440075
5833	GAP_A	NA	1440120
5834	GAP_A	NA	1440559
5835	GAP_A	NA	1441020
5836	GAP_A	NA	1441158
5837	GAP_A	NA	1441460
5838	GAP_A	NA	1441622
5839	GAP_A	NA	1441748
5840	GAP_A	NA	1441818
5841	GAP_A	NA	1442138
5842	GAP_A	NA	1442175
5843	GAP_A	NA	1442695
5844	GAP_A	NA	1442820
5845	GAP_A	NA	1443249
5846	GAP_A	NA	1443298
5847	GAP_A	NA	1443604
5848	GAP_A	NA	1443634
5849	GAP_A	NA	1443696
5850	GAP_A	NA	1444042
5851	GAP_A	NA	1444080
5852	GAP_A	NA	1444149
5853	GAP_A	NA	1444213
5854	GAP_A	NA	1444263
5855	GAP_A	NA	1444281
5856	GAP_A	NA	1444293
5857	GAP_A	NA	1444461
5858	GAP_A	NA	1444507
5859	GAP_A	NA	1444558
5860	GAP_A	NA	1445290
5861	GAP_A	NA	1445612
5862	GAP_A	NA	1445930
5863	GAP_A	NA	1446022
5864	GAP_A	NA	1446049
5865	GAP_A	NA	1446069
5866	GAP_A	NA	1446083
5867	GAP_A	NA	1446088
5868	GAP_A	NA	1446124
5870	GAP_A	NA	1447691
5871	GAP_A	NA	1448402
5873	GAP_A	NA	1449111
5874	GAP_A	NA	1449299
5875	GAP_A	NA	1449497
5876	GAP_A	NA	1449545
5877	GAP_A	NA	1451197
5878	GAP_A	NA	1451389
5879	GAP_A	NA	1451770
5880	GAP_A	NA	1452182
5881	GAP_A	NA	1452191
5885	GAP_A	NA	1453759
5886	GAP_A	NA	1454650
5887	GAP_A	NA	1455327
5888	GAP_A	NA	1455463
5889	GAP_A	NA	1455529
5890	GAP_A	NA	1455625
5891	GAP_A	NA	1455643
5892	GAP_A	NA	1455706
5894	GAP_A	NA	1457394
5895	GAP_A	NA	1457861
5896	GAP_A	NA	1457876
5898	GAP_A	NA	1458945
5899	GAP_A	NA	1459032
5900	GAP_A	NA	1459543
5901	GAP_A	NA	1459789
5902	GAP_A	NA	1460479
5903	GAP_A	NA	1460881
5905	GAP_A	NA	1462208
5906	GAP_A	NA	1462272
5907	GAP_A	NA	1462347
5908	GAP_A	NA	1462561
5909	GAP_A	NA	1462915
5910	GAP_A	NA	1463051
5911	GAP_A	NA	1463359
5912	GAP_A	NA	1463568
5913	GAP_A	NA	1464372
5914	GAP_A	NA	1464448
5915	GAP_A	NA	1464535
5916	GAP_A	NA	1464822
5917	GAP_A	NA	1465570
5918	GAP_A	NA	1465800
5919	GAP_A	NA	1465828
5920	GAP_A	NA	1465866
5921	GAP_A	NA	1466167
5922	GAP_A	NA	1466224
5923	GAP_A	NA	1467030
5924	GAP_A	NA	1467169
5925	GAP_A	NA	1467523
5926	GAP_A	NA	1467629
5927	GAP_A	NA	1468126
5928	GAP_A	NA	1468288
5929	GAP_A	NA	1469063
5930	GAP_A	NA	1469444
5931	GAP_A	NA	1469522
5932	GAP_A	NA	1469555
5933	GAP_A	NA	1469589
5934	GAP_A	NA	1470262
5935	GAP_A	NA	1472175
5936	GAP_A	NA	1474007
5937	GAP_A	NA	1474265
5938	GAP_A	NA	1474459
5939	GAP_A	NA	1474649
5940	GAP_A	NA	1475023
5941	GAP_A	NA	1475275
5942	GAP_A	NA	1475361
5943	GAP_A	NA	1475512
5944	GAP_A	NA	1475758
5945	GAP_A	NA	1475870
5947	GAP_A	NA	1475911
5948	GAP_A	NA	1476043
5949	GAP_A	NA	1476082
5950	GAP_A	NA	1476133
5951	GAP_A	NA	1476962
5952	GAP_A	NA	1477585
5954	GAP_A	NA	1477715
5955	GAP_A	NA	1477829
5956	GAP_A	NA	1478072
5957	GAP_A	NA	1478438
5958	GAP_A	NA	1478680
5959	GAP_A	NA	1478835
5960	GAP_A	NA	1478934
5961	GAP_A	NA	1478958
5962	GAP_A	NA	1478982
5963	GAP_A	NA	1479670
5964	GAP_A	NA	1479857
5965	GAP_A	NA	1480052
5966	GAP_A	NA	1480436
5967	GAP_A	NA	1480448
5968	GAP_A	NA	1480678
5969	GAP_A	NA	1480730
5970	GAP_A	NA	1480944
5971	GAP_A	NA	1482173
5972	GAP_A	NA	1482536
5973	GAP_A	NA	1483701
5974	GAP_A	NA	1483851
5975	GAP_A	NA	1484986
5976	GAP_A	NA	1485347
5977	GAP_A	NA	1485376
5978	GAP_A	NA	1485833
5979	GAP_A	NA	1485904
5980	GAP_A	NA	1486049
5981	GAP_A	NA	1486258
5982	GAP_A	NA	1486766
5983	GAP_A	NA	1487198
5984	GAP_A	NA	1487236
5985	GAP_A	NA	1487264
5988	GAP_A	NA	1489094
5989	GAP_A	NA	1489117
5990	GAP_A	NA	1489141
5991	GAP_A	NA	1489535
5992	GAP_A	NA	1489779
5993	GAP_A	NA	1489800
5994	GAP_A	NA	1490610
5995	GAP_A	NA	1490896
5996	GAP_A	NA	1491098
5997	GAP_A	NA	1491238
5998	GAP_A	NA	1491382
5999	GAP_A	NA	1491595
6000	GAP_A	NA	1492321
6001	GAP_A	NA	1492407
6002	GAP_A	NA	1492452
6003	GAP_A	NA	1492578
6004	GAP_A	NA	1492767
6005	GAP_A	NA	1493062
6006	GAP_A	NA	1493369
6007	GAP_A	NA	1493510
6008	GAP_A	NA	1493635
6009	GAP_A	NA	1493959
6010	GAP_A	NA	1494086
6011	GAP_A	NA	1494459
6013	GAP_A	NA	1494940
6014	GAP_A	NA	1495772
6015	GAP_A	NA	1496353
6016	GAP_A	NA	1496410
6017	GAP_A	NA	1496668
6018	GAP_A	NA	1496727
6019	GAP_A	NA	1496906
6020	GAP_A	NA	1497485
6022	GAP_A	NA	1497822
6023	GAP_A	NA	1498342
6024	GAP_A	NA	1498411
6026	GAP_A	NA	1498484
6027	GAP_A	NA	1498808
6028	GAP_A	NA	1498840
6029	GAP_A	NA	1499414
6030	GAP_A	NA	1499908
6031	GAP_A	NA	1500026
6032	GAP_A	NA	1500174
6033	GAP_A	NA	1500361
6034	GAP_A	NA	1500523
6036	GAP_A	NA	1500868
6037	GAP_A	NA	1501285
